COMPANY,TYPENAME,RAM,OS,WEIGHT,PRICE,IPS,TOUCHSCREEN,PIXELS_PI,CLOCK_SPEED,PROCESSOR,HDD,SSD,GPU COMPANY
Acer,2 in 1 Convertible,8,Windows,1.6,633.88,1,1,165.6321180513006,2.3,Intel Core i5,0,256,Intel
Dell,Notebook,16,Other OS,2.36,827.08,0,0,141.21199808219862,2.7,Intel Core i7,0,256,AMD
Acer,Notebook,4,Other OS,2.1,358.8,0,0,100.45466986113651,2.0,Intel Core i3,1000,0,Intel
Asus,Notebook,4,Windows,2.2,529.0,0,0,141.21199808219862,2.5,AMD Processor,1000,128,AMD
Asus,Gaming,32,Windows,4.7,3578.8,0,0,127.33567457123111,2.9,Intel Core i7,1000,512,Nvidia
Acer,Gaming,8,Windows,2.5,778.32,1,0,141.21199808219862,2.5,Intel Core i5,0,256,Nvidia
Lenovo,Notebook,8,Windows,2.2,541.88,0,0,100.45466986113651,2.0,Intel Core i3,0,128,Intel
Asus,Notebook,8,Windows,2.1,1053.4,0,0,127.33567457123111,1.8,Intel Core i7,1000,128,Nvidia
Asus,Notebook,8,Other OS,2.69,817.88,0,0,127.33567457123111,2.7,Intel Core i7,1000,128,Nvidia
Dell,Gaming,8,Windows,2.56,808.6800000000001,0,0,141.21199808219862,2.5,Intel Core i5,0,256,Nvidia
Lenovo,2 in 1 Convertible,8,Windows,1.38,992.6800000000001,1,1,158.48253022174808,2.7,Intel Core i7,0,256,Intel
Dell,Notebook,8,Windows,2.2,906.2,0,0,141.21199808219862,1.8,Intel Core i7,2000,128,AMD
HP,Notebook,8,Windows,2.04,514.28,0,1,100.45466986113651,2.5,Intel Core i5,1000,0,Intel
Asus,Gaming,16,Windows,3.6,2759.08,0,0,127.33567457123111,2.9,Intel Core i7,0,256,Nvidia
HP,Notebook,4,Windows,1.49,621.0,1,0,165.6321180513006,1.6,Intel Core i5,500,0,Intel
Apple,Ultrabook,8,Mac,1.37,1876.8000000000002,1,0,226.98300468106115,3.1,Intel Core i5,0,512,Intel
Dell,2 in 1 Convertible,8,Windows,2.08,753.48,1,1,141.21199808219862,1.8,Intel Core i7,1000,0,Intel
Asus,Gaming,16,Windows,4.3,1655.0800000000002,0,0,127.33567457123111,2.8,Intel Core i7,1000,256,Nvidia
Asus,Notebook,4,Windows,1.68,431.48,0,0,100.45466986113651,3.0,AMD Processor,1000,0,AMD
Lenovo,2 in 1 Convertible,8,Windows,1.37,1701.0800000000002,1,1,158.48253022174808,1.8,Intel Core i7,0,512,Intel
Acer,Notebook,4,Windows,3.0,645.84,1,0,127.33567457123111,2.7,Intel Core i3,0,256,Nvidia
Dell,Ultrabook,8,Windows,1.41,873.08,0,0,165.6321180513006,1.6,Intel Core i5,0,256,Intel
HP,Notebook,8,Windows,1.91,410.228,0,0,100.45466986113651,2.5,AMD Processor,0,128,AMD
HP,Notebook,16,Windows,2.9,974.2800000000001,1,0,127.33567457123111,1.8,Intel Core i7,1000,0,Nvidia
MSI,Gaming,16,Windows,4.14,2299.08,0,0,127.33567457123111,2.8,Intel Core i7,1000,512,Nvidia
Lenovo,2 in 1 Convertible,8,Windows,2.0,1563.0800000000002,1,1,141.21199808219862,2.8,Intel Core i7,0,512,Nvidia
Dell,Notebook,8,Windows,2.8,1050.64,0,0,127.33567457123111,1.8,Intel Core i7,1000,128,AMD
Lenovo,Notebook,4,Other OS,2.2,408.48,0,0,141.21199808219862,2.0,Intel Core i3,0,256,Intel
HP,Notebook,4,Windows,2.1,664.24,1,0,141.21199808219862,1.6,Intel Core i5,500,0,Intel
Dell,Notebook,4,Windows,2.18,604.44,0,0,141.21199808219862,2.5,Intel Core i5,1000,0,Intel
Dell,Notebook,8,Windows,2.24,519.8000000000001,0,0,141.21199808219862,2.5,Intel Core i5,1000,0,AMD
Dell,2 in 1 Convertible,8,Windows,2.67,735.08,0,1,141.21199808219862,1.6,Intel Core i5,0,256,Intel
Asus,2 in 1 Convertible,8,Windows,1.1,1379.0800000000002,0,1,165.6321180513006,1.8,Intel Core i7,0,1024,Intel
Lenovo,Notebook,4,Other OS,2.2,429.64000000000004,0,0,141.21199808219862,2.5,Intel Core i5,1000,0,Intel
HP,Notebook,8,Windows,2.5,936.5600000000001,0,0,127.33567457123111,1.8,Intel Core i7,1000,0,Nvidia
Lenovo,Notebook,8,Windows,2.05,809.6,0,0,141.21199808219862,1.8,Intel Core i7,0,256,Intel
Apple,Ultrabook,8,Mac,1.37,1802.188,1,0,226.98300468106115,2.9,Intel Core i5,0,512,Intel
Asus,Gaming,16,Windows,3.2,1425.0800000000002,0,0,127.33567457123111,3.0,AMD Processor,1000,256,AMD
Dell,Notebook,8,Other OS,2.14,676.2644,0,0,141.21199808219862,1.8,Intel Core i7,0,256,AMD
Lenovo,2 in 1 Convertible,16,Windows,1.36,2299.08,0,1,209.8006828649808,2.6,Intel Core i7,0,512,Intel
Toshiba,Notebook,8,Windows,2.2,747.0400000000001,0,0,100.45466986113651,2.5,Intel Core i7,500,0,Nvidia
Dell,Notebook,12,Windows,2.3,656.0244000000001,0,0,100.45466986113651,2.7,Intel Core i7,1000,0,Intel
Dell,Notebook,8,Other OS,2.8,1011.08,0,0,127.33567457123111,1.8,Intel Core i7,1000,128,AMD
Acer,Notebook,8,Windows,2.2,685.4,1,0,141.21199808219862,1.8,Intel Core i7,1000,0,Nvidia
Lenovo,Notebook,4,Windows,2.8,449.88,0,0,106.11306214269258,2.0,Intel Core i3,1000,0,Intel
Lenovo,Notebook,8,Other OS,2.8,781.08,0,0,127.33567457123111,1.8,Intel Core i7,2000,0,Nvidia
Lenovo,Notebook,6,Windows,2.8,790.2800000000001,0,0,106.11306214269258,2.7,Intel Core i7,1000,128,Nvidia
Dell,Notebook,4,Other OS,2.25,393.76,0,0,141.21199808219862,2.0,Intel Core i3,1000,0,AMD
Lenovo,Gaming,8,Windows,2.5,762.6800000000001,1,0,141.21199808219862,2.5,Intel Core i5,0,256,Nvidia
Lenovo,Notebook,6,Windows,2.2,532.6800000000001,0,0,141.21199808219862,2.5,Intel Core i5,0,256,Intel
Acer,Notebook,8,Windows,3.0,874.9200000000001,1,0,141.21199808219862,1.8,Intel Core i7,0,256,Nvidia
Acer,Notebook,12,Windows,2.15,606.28,1,1,141.21199808219862,2.7,Intel Core i7,1000,0,Intel
Lenovo,Notebook,8,Windows,1.95,1009.24,1,0,141.21199808219862,2.7,Intel Core i7,0,256,Intel
Asus,Ultrabook,8,Windows,1.7,898.84,0,0,141.21199808219862,2.5,Intel Core i5,0,256,Nvidia
Lenovo,Gaming,16,Windows,2.5,1084.68,1,0,141.21199808219862,2.8,Intel Core i7,1000,256,Nvidia
Lenovo,Notebook,8,Other OS,2.2,606.2892,0,0,141.21199808219862,2.7,Intel Core i7,1000,0,Nvidia
Acer,Notebook,2,Other OS,2.19,183.08,0,0,100.45466986113651,1.5,Other Intel Processor,0,16,Intel
Asus,Gaming,8,Windows,3.0,1092.04,0,0,127.33567457123111,2.8,Intel Core i7,1000,0,Nvidia
HP,Notebook,8,Windows,2.54,449.88,0,0,106.11306214269258,2.0,Intel Core i3,1000,0,Intel
Dell,Notebook,8,Windows,2.0,1682.68,0,0,141.21199808219862,2.8,Intel Core i7,0,256,Nvidia
Lenovo,Notebook,8,Windows,2.05,679.88,0,0,141.21199808219862,1.6,Intel Core i5,0,256,Intel
Lenovo,Gaming,8,Windows,3.2,1195.0800000000002,1,0,141.21199808219862,2.8,Intel Core i7,1000,0,Nvidia
Acer,Notebook,8,Other OS,2.5,900.6800000000001,0,0,141.21199808219862,2.8,Intel Core i7,0,256,Nvidia
Dell,Workstation,16,Windows,3.42,2654.0712000000003,0,0,127.33567457123111,2.9,Intel Core i7,0,256,Nvidia
Lenovo,Notebook,6,Windows,2.4,459.08000000000004,0,0,141.21199808219862,2.4,AMD Processor,1000,0,AMD
Asus,Ultrabook,16,Windows,1.63,1350.56,0,0,141.21199808219862,2.7,Intel Core i7,0,512,Nvidia
Asus,Notebook,4,Windows,1.3,468.28000000000003,0,0,111.93520355955211,2.4,Intel Core i3,0,128,Intel
Asus,Gaming,16,Windows,2.9,1952.24,0,0,127.33567457123111,2.8,Intel Core i7,1000,256,Nvidia
Lenovo,Notebook,6,Windows,2.8,597.08,0,0,106.11306214269258,2.5,Intel Core i5,1000,0,Nvidia
Lenovo,Notebook,8,Other OS,2.2,505.08000000000004,0,0,100.45466986113651,2.5,Intel Core i5,2000,0,Nvidia
Asus,Gaming,8,Windows,2.5,1163.8,0,0,141.21199808219862,2.8,Intel Core i7,1000,128,Nvidia
Lenovo,Notebook,4,Other OS,2.2,331.1908,0,0,100.45466986113651,1.1,Other Intel Processor,1000,0,Intel
HP,2 in 1 Convertible,16,Windows,1.28,1817.0,0,1,165.6321180513006,2.8,Intel Core i7,0,256,Intel
Toshiba,Notebook,8,Windows,2.2,959.5600000000001,1,0,141.21199808219862,2.5,Intel Core i7,0,256,Nvidia
Lenovo,Notebook,8,Windows,2.3,753.48,0,0,141.21199808219862,2.5,Intel Core i5,1000,128,Nvidia
HP,Notebook,4,Windows,1.86,431.48,0,0,141.21199808219862,2.0,Intel Core i3,1000,0,Intel
Lenovo,Notebook,8,Windows,1.1,919.08,1,0,165.6321180513006,2.5,Intel Core i5,0,256,Intel
Dell,Ultrabook,16,Windows,1.21,2299.08,1,1,331.2642361026012,1.8,Intel Core i7,0,1000,Intel
MSI,Gaming,16,Windows,2.8,1931.0800000000002,1,0,141.21199808219862,2.8,Intel Core i7,1000,256,Nvidia
Acer,Notebook,8,Windows,2.23,431.48,0,0,141.21199808219862,2.2,AMD Processor,0,256,AMD
Asus,2 in 1 Convertible,2,Windows,1.1,253.0,0,1,135.0942111925629,1.1,Other Intel Processor,0,0,Intel
Dell,Notebook,8,Windows,2.33,776.48,0,0,141.21199808219862,1.6,Intel Core i5,1000,128,AMD
HP,2 in 1 Convertible,16,Windows,1.29,2253.08,1,1,331.2642361026012,1.8,Intel Core i7,0,1000,Intel
Lenovo,Notebook,4,Other OS,1.45,423.108,0,0,117.82653006268643,1.6,Other Intel Processor,0,0,Intel
HP,Notebook,8,Windows,1.95,901.6,0,0,157.3505121487356,2.5,Intel Core i5,0,256,Intel
Acer,Notebook,4,Windows,1.4,446.20000000000005,0,0,135.0942111925629,1.6,Other Intel Processor,0,0,Intel
HP,Notebook,8,Windows,1.48,1188.64,0,0,157.3505121487356,2.7,Intel Core i7,0,256,Intel
Lenovo,Notebook,4,Windows,2.79,541.88,0,0,106.11306214269258,2.5,Intel Core i5,1000,0,Nvidia
Asus,Notebook,8,Windows,2.0,1006.48,0,0,157.3505121487356,2.7,Intel Core i7,0,256,Intel
HP,Notebook,8,Windows,2.1,829.84,1,0,100.45466986113651,1.8,Intel Core i7,1000,0,Intel
Acer,Notebook,8,Windows,2.2,606.28,0,0,100.45466986113651,2.7,AMD Processor,0,256,AMD
Lenovo,Notebook,4,Windows,1.44,268.64,0,0,111.93520355955211,1.1,Other Intel Processor,0,0,Intel
Acer,Notebook,6,Windows,2.23,505.08000000000004,0,0,100.45466986113651,2.5,Intel Core i5,1000,0,Intel
Asus,Ultrabook,8,Windows,1.7,965.9080000000001,0,0,141.21199808219862,2.7,Intel Core i7,0,256,Nvidia
HP,Ultrabook,8,Windows,1.26,1228.2,0,0,176.23257360658386,2.7,Intel Core i7,0,256,Intel
Dell,Notebook,32,Windows,2.06,2427.88,0,1,282.42399616439724,2.8,Intel Core i7,0,1000,Nvidia
MSI,Gaming,8,Windows,2.7,1103.0800000000002,0,0,127.33567457123111,2.8,Intel Core i7,1000,256,Nvidia
Toshiba,Notebook,8,Windows,2.0,867.5600000000001,1,0,141.21199808219862,2.5,Intel Core i5,0,256,Intel
Asus,Notebook,8,Windows,2.0,1227.28,0,0,157.3505121487356,2.7,Intel Core i7,1000,256,Intel
Lenovo,Notebook,4,Windows,1.85,413.08000000000004,0,0,141.21199808219862,2.0,Intel Core i3,1000,0,Intel
Asus,Gaming,8,Windows,2.5,919.08,0,0,141.21199808219862,2.8,Intel Core i7,0,256,Nvidia
HP,Notebook,8,Windows,1.48,1166.56,0,0,157.3505121487356,2.6,Intel Core i5,0,256,Intel
Dell,Ultrabook,8,Windows,1.9,965.08,1,0,141.21199808219862,1.6,Intel Core i5,1000,128,Nvidia
HP,Notebook,8,Windows,1.84,1052.48,0,0,141.21199808219862,2.5,Intel Core i5,0,256,Intel
Asus,Notebook,4,Other OS,2.0,252.9908,0,0,100.45466986113651,1.1,Other Intel Processor,1000,0,Intel
Dell,Notebook,8,Windows,2.0,1051.3300000000002,0,0,141.21199808219862,1.6,Intel Core i5,0,256,Nvidia
Dell,Notebook,4,Other OS,2.2,252.908,0,0,100.45466986113651,1.6,Other Intel Processor,500,0,Intel
Lenovo,Notebook,12,Windows,2.2,827.08,0,0,141.21199808219862,3.6,AMD Processor,2000,0,AMD
HP,Notebook,8,Windows,2.1,658.72,1,0,141.21199808219862,2.4,Intel Core i3,1000,0,Nvidia
Lenovo,2 in 1 Convertible,16,Windows,1.4,1931.0800000000002,1,1,316.96506044349616,1.8,Intel Core i7,0,512,Intel
Dell,Ultrabook,8,Windows,1.2,1452.68,0,0,165.6321180513006,1.8,Intel Core i7,0,256,Intel
Lenovo,Gaming,16,Windows,2.4,1038.68,1,0,141.21199808219862,2.8,Intel Core i7,2000,256,Nvidia
HP,Notebook,2,Windows,1.44,256.68,0,0,111.93520355955211,1.6,Other Intel Processor,0,0,Intel
Dell,Ultrabook,16,Windows,1.88,1479.3232,0,0,141.21199808219862,1.9,Intel Core i7,0,768,Intel
Asus,2 in 1 Convertible,4,Windows,1.5,345.0,0,1,135.0942111925629,1.1,Other Intel Processor,0,0,Intel
Dell,Ultrabook,8,Windows,1.9,609.96,0,0,141.21199808219862,1.6,Intel Core i5,1000,0,AMD
Dell,Notebook,16,Windows,2.06,1865.2264000000002,0,1,282.42399616439724,2.8,Intel Core i7,0,512,Nvidia
HP,Notebook,8,Windows,1.84,1199.68,0,0,141.21199808219862,2.7,Intel Core i7,0,256,Intel
MSI,Gaming,8,Windows,2.7,1296.28,0,0,127.33567457123111,2.8,Intel Core i7,1000,128,Nvidia
HP,Workstation,8,Windows,2.6,1599.2084,0,0,141.21199808219862,2.8,Intel Core i7,0,256,Nvidia
Toshiba,Notebook,16,Windows,2.4,1290.76,1,0,141.21199808219862,2.5,Intel Core i7,0,512,Nvidia
Dell,Notebook,8,Windows,2.02,893.2280000000001,0,0,141.21199808219862,1.8,Intel Core i7,2000,128,AMD
Lenovo,Notebook,4,Other OS,2.2,296.23080000000004,0,0,100.45466986113651,1.1,Other Intel Processor,1000,0,Intel
Dell,Gaming,8,Windows,2.65,919.08,0,0,141.21199808219862,2.5,Intel Core i5,1000,0,Nvidia
Dell,Notebook,8,Windows,2.36,512.7804,0,1,100.45466986113651,2.5,Intel Core i5,2000,0,Intel
Dell,Notebook,8,Windows,1.36,1312.8400000000001,0,0,157.3505121487356,2.6,Intel Core i5,0,256,Intel
HP,Notebook,4,Windows,1.86,403.88,0,0,100.45466986113651,2.0,Intel Core i3,500,0,Intel
Asus,Notebook,8,Windows,2.0,869.4000000000001,0,0,157.3505121487356,2.5,Intel Core i5,0,256,Intel
Lenovo,Notebook,6,Windows,2.8,661.48,0,0,106.11306214269258,2.5,Intel Core i5,1000,128,Nvidia
HP,Notebook,8,Windows,1.86,587.88,0,0,141.21199808219862,2.5,Intel Core i5,1000,0,Intel
Lenovo,Notebook,8,Other OS,2.2,459.08000000000004,0,0,100.45466986113651,2.0,Intel Core i3,0,256,Nvidia
HP,Notebook,8,Windows,2.04,357.88,0,0,100.45466986113651,1.6,Other Intel Processor,2000,0,Intel
Dell,Notebook,8,Windows,2.8,998.2,0,0,127.33567457123111,1.6,Intel Core i5,1000,128,AMD
Lenovo,Gaming,8,Other OS,2.4,744.2800000000001,1,0,141.21199808219862,2.5,Intel Core i5,1000,128,Nvidia
Dell,Notebook,8,Windows,2.33,827.08,0,0,141.21199808219862,2.7,Intel Core i7,0,256,AMD
HP,Ultrabook,8,Windows,1.36,1610.0,1,0,157.3505121487356,2.7,Intel Core i7,0,256,Intel
Asus,2 in 1 Convertible,12,Windows,2.26,1011.08,0,1,141.21199808219862,2.7,Intel Core i7,2000,512,Nvidia
Acer,Notebook,4,Windows,2.1,391.92,0,0,100.45466986113651,3.0,AMD Processor,0,128,AMD
Asus,Gaming,16,Windows,3.25,2023.0800000000002,1,0,127.33567457123111,3.0,AMD Processor,1000,256,AMD
Lenovo,Notebook,4,Windows,2.6,449.88,0,0,106.11306214269258,2.2,AMD Processor,0,128,AMD
Dell,2 in 1 Convertible,8,Windows,1.62,799.4892,0,1,165.6321180513006,1.8,Intel Core i7,0,256,Intel
HP,Notebook,4,Windows,1.91,449.87080000000003,0,0,141.21199808219862,3.0,AMD Processor,0,256,AMD
Lenovo,Netbook,4,Windows,1.59,508.76000000000005,1,0,135.0942111925629,1.1,Other Intel Processor,0,128,Intel
Dell,Notebook,4,Windows,1.8,284.28000000000003,0,0,100.45466986113651,1.6,Other Intel Processor,500,0,Intel
Asus,Notebook,4,Windows,1.5,263.12,0,0,111.93520355955211,1.1,Other Intel Processor,0,0,Intel
Acer,Notebook,8,Other OS,2.4,778.32,0,0,141.21199808219862,2.8,Intel Core i7,1000,0,Nvidia
HP,Gaming,8,Windows,3.35,1095.72,1,0,127.33567457123111,2.8,Intel Core i7,1000,128,Nvidia
Lenovo,Notebook,4,Other OS,1.85,371.22,0,0,141.21199808219862,2.0,Intel Core i3,0,128,Intel
Asus,Gaming,8,Windows,2.3,1522.6000000000001,1,0,141.21199808219862,2.8,Intel Core i7,1000,128,Nvidia
Lenovo,Notebook,8,Windows,1.5,1011.08,1,0,157.3505121487356,2.5,Intel Core i5,0,256,Nvidia
Asus,Ultrabook,16,Windows,1.1,1608.988,0,1,165.6321180513006,2.7,Intel Core i7,0,512,Intel
Lenovo,Ultrabook,8,Windows,1.13,2099.44,1,0,209.8006828649808,2.7,Intel Core i7,0,512,Intel
Lenovo,Notebook,4,Windows,1.5,505.08000000000004,1,0,165.6321180513006,2.4,Intel Core i3,0,128,Intel
Dell,Workstation,8,Windows,2.23,1259.48,0,0,141.21199808219862,2.6,Intel Core i5,500,0,AMD
Dell,Workstation,8,Windows,2.0,1964.2,1,0,141.21199808219862,2.7,Intel Core i7,0,256,Nvidia
Lenovo,2 in 1 Convertible,16,Windows,1.42,2308.28,0,1,209.8006828649808,2.7,Intel Core i7,0,512,Intel
Asus,Gaming,8,Windows,3.0,955.88,0,0,127.33567457123111,2.8,Intel Core i7,1000,0,Nvidia
Asus,Gaming,16,Windows,3.0,1463.72,0,0,127.33567457123111,2.8,Intel Core i7,1000,256,Nvidia
Acer,Notebook,12,Windows,2.2,638.4708,1,0,100.45466986113651,1.6,Intel Core i5,1000,0,Nvidia
MSI,Gaming,8,Windows,2.7,1241.0800000000002,0,0,127.33567457123111,2.8,Intel Core i7,0,256,Nvidia
Dell,Notebook,8,Other OS,2.33,716.5604000000001,0,0,141.21199808219862,2.7,Intel Core i7,0,256,AMD
HP,Ultrabook,4,Windows,1.91,459.08000000000004,0,0,141.21199808219862,3.0,AMD Processor,0,256,AMD
Lenovo,Notebook,8,Windows,2.1,1131.1951999999999,1,0,141.21199808219862,1.8,Intel Core i7,0,256,AMD
Lenovo,Notebook,8,Windows,1.9,862.96,1,0,157.3505121487356,2.5,Intel Core i5,0,256,Intel
Dell,Workstation,8,Windows,1.78,2495.04,0,1,282.42399616439724,2.8,Intel Core i7,0,256,Nvidia
Lenovo,Ultrabook,16,Windows,1.13,2415.0,1,0,209.8006828649808,2.7,Intel Core i7,0,1000,Intel
Lenovo,Notebook,4,Windows,2.2,281.52000000000004,0,0,100.45466986113651,1.1,Other Intel Processor,1000,0,Intel
Asus,Gaming,16,Windows,2.9,1406.68,0,0,127.33567457123111,2.8,Intel Core i7,1000,256,Nvidia
Lenovo,Notebook,8,Windows,2.1,1052.94,1,0,141.21199808219862,1.6,Intel Core i5,1000,256,AMD
Acer,Notebook,8,Other OS,2.5,808.6800000000001,0,0,141.21199808219862,2.8,Intel Core i7,0,256,Nvidia
MSI,Gaming,16,Windows,2.8,2069.08,0,0,127.33567457123111,2.8,Intel Core i7,1000,256,Nvidia
Asus,Ultrabook,8,Windows,1.1,1723.16,0,0,157.3505121487356,2.7,Intel Core i7,0,512,Intel
Toshiba,Ultrabook,16,Windows,1.2,1607.24,0,0,165.6321180513006,2.5,Intel Core i7,0,512,Intel
Dell,Ultrabook,8,Windows,1.36,1545.6000000000001,0,0,157.3505121487356,2.8,Intel Core i7,0,512,Intel
Lenovo,Notebook,4,Windows,2.2,376.28000000000003,0,0,141.21199808219862,2.0,Intel Core i3,500,0,Intel
Lenovo,Notebook,2,Windows,1.15,280.094,0,0,135.0942111925629,1.1,Other Intel Processor,0,0,Intel
Lenovo,Workstation,8,Windows,2.67,1771.0,0,0,141.21199808219862,2.8,Intel Core i7,0,512,Nvidia
Lenovo,Ultrabook,8,Windows,1.7,1787.5600000000002,1,0,209.8006828649808,2.8,Intel Core i7,0,512,Nvidia
HP,Notebook,4,Windows,2.1,431.48,0,0,141.21199808219862,2.0,Intel Core i3,1000,0,AMD
Acer,2 in 1 Convertible,8,Windows,1.6,725.8892000000001,1,1,165.6321180513006,2.5,Intel Core i7,0,256,Intel
Asus,2 in 1 Convertible,8,Windows,1.27,853.76,1,1,165.6321180513006,2.5,Intel Core i5,0,256,Intel
Dell,Notebook,4,Other OS,2.3,550.988,0,0,141.21199808219862,2.5,Intel Core i5,0,256,AMD
Dell,Notebook,4,Windows,1.65,633.88,0,0,117.82653006268643,2.0,Intel Core i3,0,128,Intel
HP,Ultrabook,8,Windows,1.43,1380.0,0,0,157.3505121487356,2.5,Intel Core i7,0,256,Intel
Dell,Notebook,8,Windows,2.14,496.7540000000001,0,0,100.45466986113651,2.5,Intel Core i5,1000,0,Intel
Lenovo,Ultrabook,8,Windows,1.75,1118.1496000000002,1,0,157.3505121487356,1.8,Intel Core i7,0,256,AMD
Lenovo,2 in 1 Convertible,16,Windows,2.0,1747.0800000000002,1,1,282.42399616439724,2.8,Intel Core i7,0,512,Nvidia
Chuwi,Notebook,6,Windows,1.4,413.08000000000004,1,0,267.3384360344031,1.1,Other Intel Processor,0,0,Intel
HP,Notebook,8,Windows,2.31,1312.8400000000001,0,0,141.21199808219862,2.9,Intel Core i7,0,256,Intel
Asus,Notebook,8,Other OS,2.3,549.24,0,0,141.21199808219862,2.4,Intel Core i3,1000,0,Nvidia
Dell,Gaming,16,Windows,4.42,2575.08,1,0,169.78089942830815,2.9,Intel Core i7,1000,256,Nvidia
Dell,Gaming,8,Windows,2.62,1066.28,1,0,141.21199808219862,2.8,Intel Core i7,1000,128,Nvidia
Dell,Notebook,8,Windows,2.02,1051.008,0,0,141.21199808219862,1.8,Intel Core i7,2000,256,AMD
Dell,Ultrabook,8,Other OS,1.6,1011.08,0,0,157.3505121487356,2.8,Intel Core i7,0,256,Intel
HP,Gaming,12,Windows,3.35,1839.0800000000002,0,0,127.33567457123111,2.8,Intel Core i7,1000,256,Nvidia
Mediacom,2 in 1 Convertible,4,Windows,1.16,275.08,1,1,189.90579052433606,1.1,Other Intel Processor,0,32,Intel
Samsung,Netbook,4,Other OS,1.15,247.48000000000002,0,0,135.0942111925629,1.6,Other Intel Processor,0,0,Intel
Lenovo,Notebook,8,Windows,1.4,929.2,1,0,165.6321180513006,2.7,Intel Core i7,0,256,Intel
Lenovo,Notebook,4,Windows,1.7,551.08,1,0,157.3505121487356,2.7,Intel Core i3,0,128,Intel
Lenovo,Workstation,16,Windows,2.3,2249.4,1,0,282.42399616439724,2.8,Intel Core i7,0,512,Nvidia
Lenovo,Notebook,16,Windows,2.5,2253.08,0,0,141.21199808219862,2.9,Intel Core i7,0,512,Nvidia
Asus,Gaming,8,Windows,3.2,1559.4,0,0,127.33567457123111,3.2,AMD Processor,1000,256,AMD
HP,Notebook,4,Windows,2.1,319.24,0,0,100.45466986113651,1.6,Other Intel Processor,500,0,Intel
Google,Ultrabook,16,Other OS,1.1,2023.0800000000002,0,1,234.50740003017813,1.3,Intel Core i7,0,512,Intel
Lenovo,Ultrabook,24,Windows,1.32,2191.44,0,0,209.8006828649808,2.7,Intel Core i7,0,512,Intel
Asus,Notebook,4,Other OS,2.0,514.28,0,0,141.21199808219862,2.5,Intel Core i5,0,256,Intel
Lenovo,Notebook,8,Windows,2.8,477.48,0,0,106.11306214269258,2.5,AMD Processor,1000,0,AMD
Dell,Notebook,4,Windows,2.2,689.08,0,0,141.21199808219862,1.6,Intel Core i5,0,256,AMD
Lenovo,Ultrabook,8,Windows,1.36,1314.68,1,0,176.23257360658386,2.5,Intel Core i5,0,256,Intel
Lenovo,Notebook,4,Windows,2.2,321.08000000000004,0,0,141.21199808219862,1.1,Other Intel Processor,0,128,Intel
HP,Gaming,8,Windows,2.2,1011.08,1,0,141.21199808219862,2.8,Intel Core i7,1000,128,Nvidia
Dell,Notebook,8,Windows,1.64,1084.68,0,0,157.3505121487356,2.8,Intel Core i5,0,256,Nvidia
Acer,Notebook,4,Other OS,2.4,406.456,0,0,100.45466986113651,2.5,Intel Core i5,500,0,Intel
Dell,Workstation,8,Windows,2.23,1833.5600000000002,0,0,141.21199808219862,3.0,Other Intel Processor,1000,0,Nvidia
MSI,Gaming,8,Windows,2.2,945.5208,0,0,141.21199808219862,2.5,Intel Core i5,0,256,Nvidia
Microsoft,Ultrabook,16,Windows,1.25,2381.88,0,1,200.84255993695703,2.5,Intel Core i7,0,512,Intel
HP,Notebook,8,Windows,1.91,541.88,0,0,100.45466986113651,2.5,Intel Core i5,0,128,Intel
Dell,Workstation,16,Windows,2.17,1817.0,1,0,141.21199808219862,2.7,Intel Core i7,0,256,Nvidia
HP,Workstation,8,Windows,2.31,1411.28,1,0,141.21199808219862,2.9,Intel Core i7,0,512,Intel
Lenovo,Notebook,8,Windows,1.65,1237.4,0,0,157.3505121487356,2.5,Intel Core i5,0,256,Intel
Dell,Notebook,8,Windows,2.36,900.6800000000001,0,0,141.21199808219862,1.8,Intel Core i7,1000,128,AMD
Dell,2 in 1 Convertible,4,Windows,1.47,440.68,0,1,135.0942111925629,1.6,Other Intel Processor,500,0,Intel
Dell,Notebook,8,Windows,4.42,1882.3200000000002,1,0,127.33567457123111,2.7,Intel Core i7,1000,0,Nvidia
Microsoft,Ultrabook,4,Windows,1.252,909.88,0,1,200.84255993695703,2.2,Other Intel Processor,0,128,Intel
Microsoft,Ultrabook,8,Windows,1.25,1655.0800000000002,0,1,200.84255993695703,2.5,Intel Core i7,0,256,Intel
HP,Notebook,8,Windows,2.5,588.708,0,0,106.11306214269258,2.0,Intel Core i3,0,256,Intel
Acer,Notebook,4,Windows,2.23,500.48,0,0,141.21199808219862,2.0,Intel Core i3,1000,0,Nvidia
Acer,Netbook,4,Windows,1.4,400.20000000000005,0,0,135.0942111925629,1.6,Other Intel Processor,0,128,Intel
Asus,Notebook,8,Windows,2.37,689.08,0,0,141.21199808219862,2.5,Intel Core i5,1000,0,Intel
Lenovo,Notebook,8,Other OS,1.5,735.08,1,0,157.3505121487356,2.7,Intel Core i7,0,512,AMD
Lenovo,Notebook,8,Windows,2.67,1922.8000000000002,0,0,141.21199808219862,2.9,Intel Core i7,0,256,Nvidia
Asus,Notebook,4,Windows,2.0,279.68,0,0,100.45466986113651,1.1,Other Intel Processor,500,0,Intel
Acer,Notebook,4,Windows,2.2,431.48,0,0,100.45466986113651,2.0,Intel Core i3,500,0,Nvidia
Dell,Notebook,8,Windows,2.02,698.2800000000001,0,0,141.21199808219862,1.6,Intel Core i5,2000,0,AMD
